"file_name","task_type","category","tier","recipe_name","description","version","imputation_method","imputation_max_iter","imputation_estimator","encoding_method","encoding_smoothing","encoding_handle_unknown","scaling_method","scaling_output_distribution","scaling_n_quantiles","imbalance_method","imbalance_sampling_strategy","imbalance_k_neighbors","outlier_method","outlier_threshold","outlier_strategy","outlier_limits","feature_selection_method","feature_selection_threshold","feature_selection_n_repeats","feature_selection_scoring","variant_id","leakage_risk","estimated_runtime_sec","generation_mode","v1_expected_quality","v1_max_runtime_seconds","v1_level","v1_compatibility_score","performance_tier","expected_runtime_seconds","research_citations"
"recipe_clus_balanced_performance_0007.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0007","Preprocessing level 30, Feature engineering level 30","1.0","mode","","","onehot","","error","standard","","","","","","","","","","variance","0.01","","","","","","","Balanced Performance","28","30","0.95","","",""
"recipe_clus_balanced_performance_0008.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0008","Preprocessing level 30, Feature engineering level 40","1.0","mode","","","onehot","","error","standard","","","","","","","","","","mutual_info","","","","","","","","Balanced Performance","33","30","0.95","","",""
"recipe_clus_balanced_performance_0009.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0009","Preprocessing level 30, Feature engineering level 50","1.0","mode","","","onehot","","error","standard","","","","","","","","","","mutual_info","","","","","","","","Balanced Performance","38","30","0.95","","",""
"recipe_clus_balanced_performance_0010.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0010","Preprocessing level 30, Feature engineering level 60","1.0","mode","","","onehot","","error","standard","","","","","","","","","","chi2","","","","","","","","Balanced Performance","43","30","0.95","","",""
"recipe_clus_high_performance_0001.yml","clustering","v1_generated","high_performance","recipe_clus_high_performance_0001","Preprocessing level 40, Feature engineering level 40","1.0","mode","","","onehot","","error","standard","","","","","","","","","","mutual_info","","","","","","","","High Performance","37","40","0.95","","",""
"recipe_clus_high_performance_0002.yml","clustering","v1_generated","high_performance","recipe_clus_high_performance_0002","Preprocessing level 40, Feature engineering level 50","1.0","mode","","","onehot","","error","standard","","","","","","","","","","mutual_info","","","","","","","","High Performance","43","40","0.95","","",""
"recipe_clus_high_performance_0003.yml","clustering","v1_generated","high_performance","recipe_clus_high_performance_0003","Preprocessing level 40, Feature engineering level 60","1.0","mode","","","onehot","","error","standard","","","","","","","","","","chi2","","","","","","","","High Performance","48","40","0.95","","",""
"recipe_clus_high_performance_0004.yml","clustering","v1_generated","high_performance","recipe_clus_high_performance_0004","Preprocessing level 40, Feature engineering level 70","1.0","mode","","","onehot","","error","standard","","","","","","","","","","chi2","","","","","","","","High Performance","54","40","0.95","","",""
"recipe_clus_high_performance_0005.yml","clustering","v1_generated","high_performance","recipe_clus_high_performance_0005","Preprocessing level 40, Feature engineering level 80","1.0","mode","","","onehot","","error","standard","","","","","","","","","","rfe","","","","","","","","High Performance","60","40","0.95","","",""
"recipe_clus_lightning_fast_0001.yml","clustering","v1_generated","lightning_fast","recipe_clus_lightning_fast_0001","Preprocessing level 0, Feature engineering level 0","1.0","drop","","","label","","error","none","","","","","","","","","","none","","","","","","","","Lightning Fast","8","0","1.0","","",""
"recipe_clus_lightning_fast_0002.yml","clustering","v1_generated","lightning_fast","recipe_clus_lightning_fast_0002","Preprocessing level 0, Feature engineering level 10","1.0","drop","","","label","","error","none","","","","","","","","","","none","","","","","","","","Lightning Fast","11","0","1.0","","",""
"recipe_clus_lightning_fast_0003.yml","clustering","v1_generated","lightning_fast","recipe_clus_lightning_fast_0003","Preprocessing level 0, Feature engineering level 20","1.0","drop","","","label","","error","none","","","","","","","","","","variance","0.01","","","","","","","Lightning Fast","14","0","0.8","","",""
"recipe_clus_lightning_fast_0004.yml","clustering","v1_generated","lightning_fast","recipe_clus_lightning_fast_0004","Preprocessing level 10, Feature engineering level 0","1.0","mean","","","label","","error","none","","","","","","","","","","none","","","","","","","","Lightning Fast","9","10","1.0","","",""
"recipe_clus_lightning_fast_0005.yml","clustering","v1_generated","lightning_fast","recipe_clus_lightning_fast_0005","Preprocessing level 10, Feature engineering level 10","1.0","mean","","","label","","error","none","","","","","","","","","","none","","","","","","","","Lightning Fast","13","10","1.0","","",""
"recipe_clus_quick_exploration_0001.yml","clustering","v1_generated","quick_exploration","recipe_clus_quick_exploration_0001","Preprocessing level 10, Feature engineering level 10","1.0","mean","","","label","","error","none","","","","","","","","","","none","","","","","","","","Quick Exploration","13","10","1.0","","",""
"recipe_clus_quick_exploration_0002.yml","clustering","v1_generated","quick_exploration","recipe_clus_quick_exploration_0002","Preprocessing level 10, Feature engineering level 20","1.0","mean","","","label","","error","none","","","","","","","","","","variance","0.01","","","","","","","Quick Exploration","17","10","1.0","","",""
"recipe_clus_quick_exploration_0003.yml","clustering","v1_generated","quick_exploration","recipe_clus_quick_exploration_0003","Preprocessing level 10, Feature engineering level 30","1.0","mean","","","label","","error","none","","","","","","","","","","variance","0.01","","","","","","","Quick Exploration","21","10","1.0","","",""
"recipe_clus_quick_exploration_0004.yml","clustering","v1_generated","quick_exploration","recipe_clus_quick_exploration_0004","Preprocessing level 10, Feature engineering level 40","1.0","mean","","","label","","error","none","","","","","","","","","","mutual_info","","","","","","","","Quick Exploration","24","10","1.0","","",""
"recipe_clus_quick_exploration_0005.yml","clustering","v1_generated","quick_exploration","recipe_clus_quick_exploration_0005","Preprocessing level 20, Feature engineering level 10","1.0","median","","","label","","error","standard","","","","","","","","","","none","","","","","","","","Quick Exploration","15","20","0.95","","",""
"baseline_recipe.yml","clustering","standalone","","baseline_clustering","Basic clustering recipe - Mean imputation + OneHot encoding + Standard scaling","1.0","mean","","","onehot","","ignore","standard","","","none","","","","","","","variance","0.01","","","","","","","","","","","","",""
"recipe_knn_onehot_minmax.yml","clustering","standalone","","knn_onehot_minmax","KNN imputation + OneHot encoding + MinMax scaling","1.0","knn","","","onehot","","","minmax","","","none","","","","","","","variance","","","","","","","","","","","","","",""
"recipe_knn_onehot_minmax.yml","all","top_level_recipe","","knn_onehot_minmax","KNN imputation + OneHot encoding + MinMax scaling","1.0","knn","","","onehot","","","minmax","","","none","","","","","","","variance","","","","","","","","","","","","","",""
"recipe_library.yml","all","top_level_recipe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"recipe_smote_target_standard.yml","all","top_level_recipe","","smote_target_standard","SMOTE oversampling + Target encoding + Standard scaling","1.0","knn","","","target","","value","standard","","","smote","auto","5","","","","","mutual_info","","","","","","","","","","","","","",""
